#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_014295540.1	443254.Marpi_0008	7.51e-203	561.0	COG0584@1|root,COG0584@2|Bacteria,2GD9A@200918|Thermotogae	200918|Thermotogae	C	PFAM Glycerophosphoryl diester phosphodiesterase	-	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD
WP_014295541.1	443254.Marpi_0009	7.75e-62	190.0	COG1633@1|root,COG1633@2|Bacteria,2GD9F@200918|Thermotogae	200918|Thermotogae	S	Rubrerythrin	-	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
WP_014295542.1	443254.Marpi_0010	1.42e-102	296.0	COG3018@1|root,COG3018@2|Bacteria	2|Bacteria	-	-	rim	-	-	ko:K09860	-	-	-	-	ko00000	-	-	-	LPP20
WP_014295543.1	443254.Marpi_0011	6.96e-239	656.0	COG0111@1|root,COG0111@2|Bacteria,2GCKK@200918|Thermotogae	200918|Thermotogae	C	D-isomer specific 2-hydroxyacid dehydrogenase catalytic	-	-	-	-	-	-	-	-	-	-	-	-	2-Hacid_dh,2-Hacid_dh_C
WP_014295545.1	443254.Marpi_0013	2.66e-306	837.0	COG1480@1|root,COG1480@2|Bacteria,2GBY9@200918|Thermotogae	200918|Thermotogae	S	PFAM metal-dependent phosphohydrolase, HD sub domain	-	-	-	ko:K07037	-	-	-	-	ko00000	-	-	-	7TM-7TMR_HD,HD
WP_014295546.1	443254.Marpi_0014	3.66e-98	285.0	COG0319@1|root,COG0319@2|Bacteria,2GDAZ@200918|Thermotogae	200918|Thermotogae	J	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	-	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	UPF0054
WP_014295547.1	443254.Marpi_0015	3.6e-306	833.0	COG4198@1|root,COG4198@2|Bacteria,2GC1X@200918|Thermotogae	200918|Thermotogae	S	PFAM uncharacterised conserved protein UCP033563	-	-	-	-	-	-	-	-	-	-	-	-	DUF1015
WP_014295548.1	443254.Marpi_0016	2.15e-237	653.0	COG1275@1|root,COG1275@2|Bacteria	2|Bacteria	P	C4-dicarboxylate transporter malic acid transport protein	-	-	-	-	-	-	-	-	-	-	-	-	SLAC1
WP_014295549.1	443254.Marpi_0017	1.44e-72	218.0	COG0640@1|root,COG0640@2|Bacteria,2GEB9@200918|Thermotogae	200918|Thermotogae	K	regulatory protein, arsR	-	-	-	ko:K03892	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
WP_014295550.1	443254.Marpi_0018	2.56e-50	159.0	COG0425@1|root,COG0425@2|Bacteria,2GDC8@200918|Thermotogae	200918|Thermotogae	O	Belongs to the sulfur carrier protein TusA family	-	GO:0008150,GO:0009987,GO:0019725,GO:0042592,GO:0048878,GO:0055082,GO:0065007,GO:0065008	-	-	-	-	-	-	-	-	-	-	TusA
WP_014295551.1	443254.Marpi_0019	3.22e-246	676.0	COG2391@1|root,COG2391@2|Bacteria,2GBY8@200918|Thermotogae	200918|Thermotogae	S	PFAM YeeE YedE family (DUF395)	-	-	-	ko:K07112	-	-	-	-	ko00000	-	-	-	Sulf_transp
WP_014295552.1	443254.Marpi_0020	1.56e-103	300.0	COG0607@1|root,COG0607@2|Bacteria	2|Bacteria	P	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS	-	-	-	-	-	-	-	-	-	-	-	-	Rhodanese
WP_014295554.1	443254.Marpi_0022	9.39e-80	236.0	COG2923@1|root,COG2923@2|Bacteria,2GD3V@200918|Thermotogae	200918|Thermotogae	P	protein involved in the oxidation of intracellular sulfur	-	-	-	ko:K07236	ko04122,map04122	-	-	-	ko00000,ko00001,ko03016	-	-	-	DrsE
WP_014295555.1	443254.Marpi_0023	4.27e-58	179.0	COG2168@1|root,COG2168@2|Bacteria,2GDEY@200918|Thermotogae	200918|Thermotogae	P	sulfur relay protein TusB DsrH	-	-	-	ko:K07237	ko04122,map04122	-	-	-	ko00000,ko00001,ko03016	-	-	-	DsrH
WP_014295556.1	443254.Marpi_0024	3.85e-298	816.0	COG1249@1|root,COG1249@2|Bacteria,2GCG3@200918|Thermotogae	200918|Thermotogae	C	pyridine nucleotide-disulphide oxidoreductase dimerisation	-	-	1.8.1.4	ko:K00382	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Pyr_redox_2,Pyr_redox_dim
WP_014295557.1	443254.Marpi_0025	2.19e-131	373.0	COG0425@1|root,COG0640@1|root,COG0425@2|Bacteria,COG0640@2|Bacteria,2GD5U@200918|Thermotogae	200918|Thermotogae	K	Belongs to the sulfur carrier protein TusA family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_20,HTH_5,TusA
WP_014295558.1	443254.Marpi_0026	5.68e-163	456.0	COG1489@1|root,COG1489@2|Bacteria,2GDCK@200918|Thermotogae	200918|Thermotogae	S	Belongs to the SfsA family	sfsA	-	-	ko:K06206	-	-	-	-	ko00000	-	-	-	SfsA
WP_014295559.1	443254.Marpi_0027	1.42e-132	376.0	COG1418@1|root,COG1418@2|Bacteria,2GDJ2@200918|Thermotogae	200918|Thermotogae	S	PFAM HD domain	-	-	-	ko:K06950	-	-	-	-	ko00000	-	-	-	HD
WP_014295560.1	443254.Marpi_0028	2.55e-109	313.0	COG3832@1|root,COG3832@2|Bacteria,2GD53@200918|Thermotogae	200918|Thermotogae	S	Activator of Hsp90 ATPase	-	-	-	-	-	-	-	-	-	-	-	-	AHSA1
WP_014295561.1	443254.Marpi_0029	7.66e-251	687.0	COG2008@1|root,COG2008@2|Bacteria,2GCFA@200918|Thermotogae	200918|Thermotogae	E	Threonine aldolase	-	-	4.1.2.48	ko:K01620	ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230	-	R00751,R06171	RC00312,RC00372	ko00000,ko00001,ko01000	-	-	iLJ478.TM1744	Beta_elim_lyase
WP_014295562.1	443254.Marpi_0030	1.71e-99	290.0	COG0701@1|root,COG0701@2|Bacteria,2GEBU@200918|Thermotogae	200918|Thermotogae	S	Predicted permease	-	-	-	-	-	-	-	-	-	-	-	-	ArsP_1
WP_014295563.1	443254.Marpi_0031	4.7e-103	299.0	COG0701@1|root,COG0701@2|Bacteria,2GEF0@200918|Thermotogae	200918|Thermotogae	S	Predicted permease	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_014295564.1	443254.Marpi_0032	7.71e-133	376.0	COG1051@1|root,COG1051@2|Bacteria,2GDBT@200918|Thermotogae	200918|Thermotogae	F	pfam nudix	-	-	3.6.1.55	ko:K03574	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	NUDIX
WP_014295566.1	443254.Marpi_0034	0.0	891.0	COG0849@1|root,COG0849@2|Bacteria,2GCFD@200918|Thermotogae	200918|Thermotogae	D	MutL protein	-	-	-	-	-	-	-	-	-	-	-	-	MutL
WP_014295567.1	443254.Marpi_0035	2.79e-275	753.0	COG0436@1|root,COG0436@2|Bacteria,2GC4G@200918|Thermotogae	200918|Thermotogae	E	PFAM Aminotransferase class I and II	-	-	2.6.1.1	ko:K00812	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	iLJ478.TM1255	Aminotran_1_2
WP_014295568.1	443254.Marpi_0036	2.78e-310	845.0	COG0766@1|root,COG0766@2|Bacteria,2GC5C@200918|Thermotogae	200918|Thermotogae	M	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine	murA	-	2.5.1.7	ko:K00790	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R00660	RC00350	ko00000,ko00001,ko01000,ko01011	-	-	-	EPSP_synthase
WP_014295569.1	443254.Marpi_0037	3.35e-113	327.0	COG2199@1|root,COG3706@2|Bacteria,2GD2D@200918|Thermotogae	200918|Thermotogae	T	Diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF
WP_014295571.1	443254.Marpi_0039	3.99e-192	533.0	COG0561@1|root,COG0561@2|Bacteria,2GD30@200918|Thermotogae	200918|Thermotogae	S	HAD-superfamily hydrolase, subfamily IIB	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
WP_014295572.1	443254.Marpi_0041	2.61e-236	648.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K03658,ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_014295573.1	443254.Marpi_0042	0.0	1254.0	COG0507@1|root,COG1112@1|root,COG0507@2|Bacteria,COG1112@2|Bacteria,2GCQY@200918|Thermotogae	200918|Thermotogae	L	DNA helicase	-	-	-	-	-	-	-	-	-	-	-	-	AAA_11,AAA_12
WP_014295574.1	443254.Marpi_0043	9.77e-297	809.0	COG0304@1|root,COG0304@2|Bacteria,2GCE5@200918|Thermotogae	200918|Thermotogae	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	-	-	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Ketoacyl-synt_C,ketoacyl-synt
WP_014295575.1	443254.Marpi_0044	4.16e-197	546.0	COG1307@1|root,COG1307@2|Bacteria,2GCZ3@200918|Thermotogae	200918|Thermotogae	S	DegV family	-	-	-	-	-	-	-	-	-	-	-	-	DegV
WP_014295576.1	443254.Marpi_0045	3.97e-97	282.0	COG0764@1|root,COG0764@2|Bacteria,2GD8I@200918|Thermotogae	200918|Thermotogae	I	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs	fabZ	-	4.2.1.59	ko:K02372	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07764,R10117,R10121	RC00831,RC01095	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	FabA
WP_014295577.1	443254.Marpi_0046	4.4e-214	590.0	COG0332@1|root,COG0332@2|Bacteria,2GD8Y@200918|Thermotogae	200918|Thermotogae	I	PFAM 3-Oxoacyl- acyl-carrier-protein (ACP) synthase III	-	-	2.3.1.180	ko:K00648	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00082,M00083	R10707	RC00004,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACP_syn_III,ACP_syn_III_C
WP_014295578.1	443254.Marpi_0047	1.25e-212	588.0	COG2070@1|root,COG2070@2|Bacteria,2GCHY@200918|Thermotogae	200918|Thermotogae	S	PFAM 2-nitropropane dioxygenase	-	-	1.3.1.9	ko:K02371	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00083	R04429,R04724,R04955,R04958,R04961,R04966,R04969,R07765	RC00052,RC00076	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	NMO
WP_014295579.1	443254.Marpi_0048	7.79e-205	567.0	COG0331@1|root,COG0331@2|Bacteria,2GCDX@200918|Thermotogae	200918|Thermotogae	I	malonyl CoA-acyl carrier protein transacylase	-	-	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1
WP_014295580.1	443254.Marpi_0049	4.53e-145	409.0	COG2039@1|root,COG2039@2|Bacteria,2GCYM@200918|Thermotogae	200918|Thermotogae	O	Removes 5-oxoproline from various penultimate amino acid residues except L-proline	pcp	-	3.4.19.3	ko:K01304	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C15
WP_014295581.1	443254.Marpi_0050	1.23e-199	559.0	COG5464@1|root,COG5464@2|Bacteria,2GDJR@200918|Thermotogae	200918|Thermotogae	S	Putative transposase, YhgA-like	-	-	-	-	-	-	-	-	-	-	-	-	Transposase_31
WP_014295582.1	443254.Marpi_0051	1.33e-189	527.0	COG2876@1|root,COG2876@2|Bacteria,2GCMH@200918|Thermotogae	200918|Thermotogae	E	PFAM DAHP synthetase I	-	-	2.5.1.54	ko:K03856	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R01826	RC00435	ko00000,ko00001,ko00002,ko01000	-	-	-	DAHP_synth_1
WP_014295583.1	443254.Marpi_0052	7.23e-301	821.0	COG0128@1|root,COG0128@2|Bacteria,2GCCE@200918|Thermotogae	200918|Thermotogae	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	GO:0003674,GO:0003824,GO:0003866,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046417,GO:0071704,GO:1901576	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM0345	EPSP_synthase
WP_014295584.1	443254.Marpi_0053	1.03e-288	787.0	COG0420@1|root,COG0420@2|Bacteria,2GC6F@200918|Thermotogae	200918|Thermotogae	L	Calcineurin-like phosphoesterase superfamily domain	-	-	-	ko:K03547	-	-	-	-	ko00000,ko03400	-	-	-	Metallophos
WP_014295585.1	443254.Marpi_0054	0.0	1403.0	COG0419@1|root,COG0419@2|Bacteria,2GC4P@200918|Thermotogae	200918|Thermotogae	L	PFAM SMC domain protein	-	-	-	ko:K03546	-	-	-	-	ko00000,ko03400	-	-	-	AAA_15,AAA_23,SbcCD_C
WP_014295586.1	443254.Marpi_0055	0.0	1113.0	COG1520@1|root,COG1520@2|Bacteria	2|Bacteria	S	amino acid activation for nonribosomal peptide biosynthetic process	-	-	-	-	-	-	-	-	-	-	-	-	PQQ_2,PQQ_3
WP_014295588.1	443254.Marpi_0058	1.71e-116	333.0	COG0503@1|root,COG0503@2|Bacteria,2GCSE@200918|Thermotogae	200918|Thermotogae	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis	apt	-	2.4.2.7	ko:K00759	ko00230,ko01100,map00230,map01100	-	R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko04147	-	-	-	Pribosyltran
WP_014295589.1	443254.Marpi_0059	0.0	905.0	COG0166@1|root,COG0166@2|Bacteria,2GC7K@200918|Thermotogae	200918|Thermotogae	G	Belongs to the GPI family	pgi	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iLJ478.TM1385	PGI
WP_014295590.1	443254.Marpi_0060	4.94e-128	364.0	COG0237@1|root,COG0237@2|Bacteria,2GDJQ@200918|Thermotogae	200918|Thermotogae	F	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A	coaE	GO:0003674,GO:0003824,GO:0004140,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015936,GO:0015937,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.24	ko:K00859	ko00770,ko01100,map00770,map01100	M00120	R00130	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	CoaE
WP_014295591.1	443254.Marpi_0061	0.0	877.0	COG1653@1|root,COG1653@2|Bacteria,2GC37@200918|Thermotogae	200918|Thermotogae	G	PFAM extracellular solute-binding protein family 1	-	-	-	ko:K02027	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	SBP_bac_8
WP_014295592.1	443254.Marpi_0062	6.53e-133	377.0	COG1309@1|root,COG1309@2|Bacteria	2|Bacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_6,TetR_N
WP_014295593.1	443254.Marpi_0063	7.69e-204	566.0	COG0306@1|root,COG0306@2|Bacteria,2GCK4@200918|Thermotogae	200918|Thermotogae	P	PFAM phosphate transporter	-	-	-	ko:K03306	-	-	-	-	ko00000	2.A.20	-	-	PHO4
WP_014295594.1	443254.Marpi_0064	2.22e-145	410.0	COG1392@1|root,COG1392@2|Bacteria,2GD3E@200918|Thermotogae	200918|Thermotogae	P	Protein of unknown function DUF47	-	-	-	ko:K07220	-	-	-	-	ko00000	-	-	-	PhoU_div
WP_014295595.1	443254.Marpi_0065	0.0	1317.0	COG2114@1|root,COG4252@1|root,COG2114@2|Bacteria,COG4252@2|Bacteria,2GCKR@200918|Thermotogae	200918|Thermotogae	T	Guanylate cyclase	-	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	CHASE2,Guanylate_cyc
WP_014295596.1	443254.Marpi_0066	1.47e-286	783.0	COG3437@1|root,COG3437@2|Bacteria	2|Bacteria	T	response regulator, receiver	-	-	-	-	-	-	-	-	-	-	-	-	GAF_2,GGDEF,HD,HD_5
WP_014295597.1	443254.Marpi_0067	4.13e-147	415.0	2EE08@1|root,337V2@2|Bacteria,2GDJF@200918|Thermotogae	200918|Thermotogae	S	Protein of unknown function (DUF3307)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3307
WP_014295598.1	443254.Marpi_0068	0.0	1344.0	COG4254@1|root,COG4254@2|Bacteria,2GD0Z@200918|Thermotogae	200918|Thermotogae	S	PFAM FecR protein	-	-	-	-	-	-	-	-	-	-	-	-	FecR
WP_014295599.1	443254.Marpi_0069	3.07e-302	824.0	COG2203@1|root,COG2206@1|root,COG2203@2|Bacteria,COG2206@2|Bacteria,2GCKV@200918|Thermotogae	200918|Thermotogae	T	GAF domain	-	-	-	-	-	-	-	-	-	-	-	-	GAF_2,HD
WP_014295600.1	443254.Marpi_0070	9.1e-317	864.0	COG2812@1|root,COG2812@2|Bacteria,2GC8S@200918|Thermotogae	200918|Thermotogae	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	-	2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2
WP_014295601.1	443254.Marpi_0071	0.0	1729.0	COG0463@1|root,COG0463@2|Bacteria,2GCPE@200918|Thermotogae	200918|Thermotogae	M	PFAM Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2,TPR_2,TPR_8
WP_014295602.1	443254.Marpi_0072	9.27e-127	361.0	COG0233@1|root,COG0233@2|Bacteria,2GCU3@200918|Thermotogae	200918|Thermotogae	J	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another	frr	GO:0002181,GO:0002184,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043021,GO:0043023,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0044877,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576	-	ko:K02838	-	-	-	-	ko00000,ko03012	-	-	-	RRF
WP_014295604.1	443254.Marpi_0074	6.34e-195	541.0	COG4589@1|root,COG4589@2|Bacteria,2GEIB@200918|Thermotogae	200918|Thermotogae	S	Belongs to the CDS family	-	-	2.7.7.41	ko:K00981	ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070	M00093	R01799	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_1
